pis_score,ls2slct,ls3-mpss,ls4-lcs,ls5-uss,ls6-dc,ls1-totalEnglish,ls1-totalFilipino,flt-overall-score,level
10,7,11,10,10,9,9,6,72,SHS
10,7,12,8,7,9,6,9,68,SHS
10,5,13,9,8,7,6,6,64,JHS
10,5,8,6,8,5,7,15,64,JHS
10,10,10,9,8,9,5,6,67,SHS
10,6,7,7,8,7,5,5,55,JHS
10,6,7,9,8,8,6,5,59,JHS
10,9,7,7,8,6,7,10,64,JHS
10,5,5,5,7,6,10,10,58,JHS
10,10,12,10,10,7,7,6,72,SHS
10,7,8,9,9,9,7,6,65,SHS
10,7,8,9,9,9,7,6,65,SHS
10,12,11,10,9,10,7,7,76,SHS
10,11,13,10,10,10,7,7,78,SHS
10,10,11,9,8,9,6,6,69,SHS
10,8,10,7,10,6,6,6,63,JHS
10,8,9,8,9,8,7,6,65,SHS
10,7,12,8,7,9,6,9,68,SHS
10,10,10,9,8,9,6,6,68,SHS
9,10,13,9,9,9,10,10,79,SHS
9,8,10,9,10,7,9,9,71,SHS
8,8,11,5,8,5,12,8,65,SHS
9,12,15,9,8,10,11,11,85,SHS
9,5,7,9,7,6,8,8,59,JHS
9,10,12,9,9,10,10,10,79,SHS
8,10,12,8,9,9,10,10,76,SHS
9,10,11,12,10,9,10,11,82,SHS
8,10,11,10,9,9,9,10,76,SHS
8,9,10,9,6,9,11,11,73,SHS
8,8,8,10,9,7,11,11,72,SHS
8,13,15,10,10,10,11,11,88,SHS
8,7,8,9,10,9,9,10,70,SHS
10,10,10,9,8,8,8,13,76,SHS
10,6,8,7,10,6,10,9,66,SHS
9,10,11,10,10,6,14,15,85,SHS
10,10,11,9,10,9,14,15,88,SHS
10,6,11,8,9,8,8,12,72,SHS
10,3,8,6,10,7,8,11,63,JHS
10,6,10,3,10,7,10,11,67,SHS
10,9,13,8,10,10,14,14,88,SHS
10,11,9,9,9,6,13,15,82,SHS
10,6,8,6,9,9,13,13,74,SHS
10,10,14,7,9,10,14,13,87,SHS
10,9,14,7,7,10,13,13,83,SHS
10,9,12,8,9,7,12,12,79,SHS
10,6,7,7,9,2,9,12,62,JHS
10,10,14,10,6,8,10,9,77,SHS
10,9,11,8,9,7,12,13,79,SHS
10,12,15,9,10,9,14,14,93,SHS
10,9,14,9,10,7,12,12,83,SHS
10,9,11,7,10,5,10,13,75,SHS
10,12,14,10,10,10,14,14,94,SHS
10,11,13,9,10,8,13,10,84,SHS
9,9,9,5,9,6,11,6,64,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,9,6,11,6,64,JHS
9,9,9,5,8,6,11,6,63,JHS
9,7,9,8,8,6,11,6,64,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,8,9,7,5,7,11,6,62,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,7,9,8,8,6,11,6,64,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,8,9,7,5,7,11,6,62,JHS
9,9,9,5,9,6,11,6,64,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,6,8,8,11,6,66,SHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,7,9,8,8,6,11,6,64,JHS
9,8,9,7,5,7,11,6,62,JHS
9,9,9,5,9,6,11,6,64,JHS
9,9,9,5,9,6,11,6,64,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,9,9,5,8,6,11,6,63,JHS
9,7,9,8,8,6,11,6,64,JHS
9,7,9,8,8,6,11,6,64,JHS
9,8,9,7,5,7,11,6,62,JHS
9,9,9,5,9,6,11,6,64,JHS
10,9,9,8,8,9,13,12,78,SHS
9,7,8,9,9,9,13,13,77,SHS
9,11,12,6,9,8,13,11,79,SHS
10,8,10,8,10,8,13,11,78,SHS
9,11,10,10,8,9,12,12,81,SHS
8,8,13,8,8,7,13,10,75,SHS
10,13,15,10,10,10,15,15,98,SHS
10,10,9,9,9,10,12,12,81,SHS
10,7,8,9,9,9,13,13,78,SHS
9,12,10,9,9,9,10,13,81,SHS
9,10,9,9,9,9,14,12,81,SHS
10,8,9,10,9,7,12,14,79,SHS
9,10,14,9,9,8,13,11,83,SHS
9,9,9,8,8,9,15,12,79,SHS
9,12,10,7,6,7,13,13,77,SHS
10,8,12,8,10,9,10,12,79,SHS
10,7,10,6,8,7,13,14,75,SHS
10,8,9,9,8,10,14,13,81,SHS
9,9,12,7,7,7,13,14,78,SHS
10,9,10,8,8,7,8,9,69,SHS
10,8,8,8,8,7,10,9,68,SHS
10,9,10,8,10,7,12,9,75,SHS
10,7,7,7,9,10,12,11,73,SHS
10,8,8,9,8,6,8,8,65,SHS
10,10,9,10,9,6,11,9,74,SHS
10,7,7,7,9,10,12,11,73,SHS
10,10,10,10,10,9,13,8,80,SHS
10,8,8,8,8,5,11,8,66,SHS
10,9,9,9,8,6,9,8,68,SHS
10,10,11,6,10,9,10,10,76,SHS
10,9,10,9,6,8,13,11,76,SHS
10,8,8,8,9,6,9,8,66,SHS
10,8,8,8,8,7,9,8,66,SHS
10,8,8,8,9,7,10,9,69,SHS
10,12,10,8,8,9,10,9,76,SHS
11,10,7,8,8,10,15,13,82,SHS
11,10,7,8,10,10,13,14,83,SHS
10,11,13,10,10,7,11,9,81,SHS
9,8,8,9,8,8,10,13,73,SHS
10,5,5,4,5,4,8,6,47,JHS
10,10,11,10,8,10,12,13,84,SHS
9,7,10,9,8,10,13,11,77,SHS
10,10,11,8,10,8,13,14,84,SHS
10,11,12,9,10,10,12,14,88,SHS
9,8,10,8,8,10,11,12,76,SHS
10,11,10,9,10,9,11,12,82,SHS
10,11,12,10,10,10,13,14,90,SHS
10,12,15,9,10,10,13,14,93,SHS
10,11,13,10,10,10,13,15,92,SHS
10,11,13,10,8,10,13,14,89,SHS
10,10,10,10,10,10,13,13,86,SHS
10,11,12,10,10,10,15,13,91,SHS
10,10,11,9,8,10,12,13,83,SHS
10,10,9,7,10,10,14,14,84,SHS
9,9,12,9,10,9,13,11,82,SHS
10,10,13,8,10,10,15,11,87,SHS
8,11,14,10,10,8,11,9,81,SHS
8,2,10,10,7,10,9,10,66,SHS
6,13,13,10,10,10,9,9,80,SHS
8,10,9,8,7,5,13,12,72,SHS
10,7,9,9,10,8,7,9,69,SHS
10,4,5,6,4,6,7,5,47,JHS
10,4,6,5,3,3,8,6,45,JHS
10,5,7,6,5,5,8,5,51,JHS
10,12,14,10,10,10,8,9,83,SHS
10,4,5,5,4,3,5,4,40,JHS
10,5,8,6,5,6,6,5,51,JHS
10,4,7,5,5,6,8,6,51,JHS
10,5,8,6,5,6,7,6,53,JHS
10,5,6,6,5,6,7,5,50,JHS
10,5,8,6,5,6,7,5,52,JHS
8,4,6,5,5,4,9,6,47,JHS
9,6,6,7,7,7,9,10,61,JHS
8,4,6,5,5,4,7,6,45,JHS
8,4,6,5,5,4,7,6,45,JHS
8,4,6,5,5,4,7,6,45,JHS
8,4,6,5,5,4,7,6,45,JHS
9,7,6,6,6,7,7,9,57,JHS
9,4,5,5,5,4,7,6,45,JHS
7,6,6,5,7,6,9,5,51,JHS
10,10,9,9,7,9,8,8,70,SHS
10,5,8,5,5,5,8,6,52,JHS
10,13,12,10,10,8,9,9,81,SHS
11,8,9,8,7,9,9,9,70,SHS
10,11,11,10,10,10,10,10,82,SHS
9,5,5,5,5,5,7,13,54,JHS
11,13,11,10,10,10,11,9,85,SHS
10,13,12,10,10,10,11,11,87,SHS
11,10,11,10,10,10,12,12,86,SHS
10,5,8,6,5,6,8,6,54,JHS
10,13,15,10,10,10,13,14,95,SHS
10,12,14,9,9,9,14,13,90,SHS
10,13,14,9,10,9,13,13,91,SHS
9,12,12,9,9,9,13,15,88,SHS
10,12,14,10,10,9,14,13,92,SHS
9,5,8,6,5,6,8,6,53,JHS
10,12,14,9,10,10,14,13,92,SHS
10,12,14,10,10,10,14,13,93,SHS
9,5,8,6,5,6,8,6,53,JHS
10,13,13,10,9,10,13,13,91,SHS
10,13,14,9,9,8,14,14,91,SHS
10,12,13,10,9,9,14,14,91,SHS
9,12,14,9,8,9,13,14,88,SHS
9,12,13,9,9,9,13,14,88,SHS
10,7,5,3,7,3,6,6,47,JHS
9,3,8,7,6,5,8,10,56,JHS
10,8,8,10,10,8,9,11,74,SHS
10,6,11,10,9,8,13,12,79,SHS
8,5,6,7,9,6,9,11,61,JHS
10,6,11,3,9,7,9,11,66,SHS
9,7,14,7,9,7,10,12,75,SHS
10,4,10,5,9,5,9,10,62,JHS
8,3,8,5,6,5,9,9,53,JHS
10,9,9,9,10,8,14,15,84,SHS
8,7,8,6,9,4,11,13,66,SHS
9,10,12,8,10,10,13,15,87,SHS
9,9,9,10,10,9,11,13,80,SHS
9,9,9,10,12,11,10,11,81,SHS
10,11,13,10,10,10,15,14,93,SHS
10,8,12,8,8,8,10,9,73,SHS
10,11,10,9,10,7,15,13,85,SHS
10,12,14,10,10,10,15,15,96,SHS
9,8,12,8,8,8,10,9,72,SHS
10,13,14,10,9,10,12,12,90,SHS
9,10,13,10,9,7,9,8,75,SHS
9,11,12,10,9,10,9,11,81,SHS
10,10,9,8,8,10,12,10,77,SHS
10,12,14,10,9,8,13,14,90,SHS
10,12,15,9,10,10,14,10,90,SHS
10,9,15,8,9,10,14,15,90,SHS
9,10,9,11,10,9,12,11,81,SHS
9,8,9,7,8,8,10,10,69,SHS
10,9,10,9,9,9,13,11,80,SHS
10,10,13,8,9,8,11,11,80,SHS
10,5,7,5,7,5,13,14,66,SHS
10,11,10,10,8,10,14,15,88,SHS
10,9,8,6,8,7,14,14,76,SHS
9,13,8,9,9,10,15,13,86,SHS
10,9,11,9,9,9,15,13,85,SHS
10,11,15,10,10,10,10,10,86,SHS
9,11,12,9,10,9,11,13,84,SHS
10,13,13,10,9,10,14,14,93,SHS
10,7,11,9,8,9,12,10,76,SHS
10,6,10,10,9,6,11,9,71,SHS
10,9,7,8,10,10,13,14,81,SHS
9,6,10,9,9,6,11,9,69,SHS
9,12,11,9,10,10,13,13,87,SHS
10,9,11,9,9,9,11,12,80,SHS
10,10,10,8,10,9,11,12,80,SHS
9,6,8,10,9,6,11,9,68,SHS
9,10,9,10,11,13,11,11,84,SHS
9,4,13,8,9,9,9,9,70,SHS
10,7,9,7,9,5,13,14,74,SHS
10,11,10,10,8,10,14,15,88,SHS
10,8,10,8,7,8,10,10,71,SHS
10,11,10,10,9,10,7,10,77,SHS
9,11,9,10,10,10,13,12,84,SHS
9,8,10,8,9,6,9,11,70,SHS
10,9,10,8,8,8,10,7,70,SHS
10,12,14,10,10,10,15,15,96,SHS
9,11,10,9,9,10,13,10,81,SHS
9,8,10,8,7,8,10,10,70,SHS
10,7,13,5,10,7,8,8,68,SHS
8,5,8,9,9,6,12,13,70,SHS
9,12,10,9,10,9,11,12,82,SHS
9,12,14,10,9,9,13,9,85,SHS
10,12,14,10,10,10,15,15,96,SHS
10,9,15,8,9,10,14,15,90,SHS
10,13,13,10,9,8,14,14,91,SHS
9,12,13,9,10,10,12,10,85,SHS
10,5,7,5,7,5,13,14,66,SHS
10,11,12,9,10,9,10,11,82,SHS
10,11,13,10,9,9,13,12,87,SHS
10,9,8,6,8,7,14,14,76,SHS
10,9,11,9,9,9,15,13,85,SHS
10,10,12,8,9,8,8,10,75,SHS
9,10,9,9,9,9,11,11,77,SHS
9,10,14,9,10,9,12,11,84,SHS
10,11,12,8,8,10,10,11,80,SHS
9,13,9,10,10,10,13,11,85,SHS
9,13,10,9,9,9,13,10,82,SHS
10,8,10,8,7,8,10,10,71,SHS
10,8,12,9,10,5,12,13,79,SHS
10,10,11,8,9,9,11,12,80,SHS
10,8,13,9,9,9,8,11,77,SHS
10,11,15,9,9,9,8,13,84,SHS
10,9,14,10,10,6,8,10,77,SHS
10,9,14,10,10,6,7,11,77,SHS
10,8,11,9,10,6,9,11,74,SHS
10,12,15,10,10,10,9,14,90,SHS
10,7,7,6,6,6,6,9,57,JHS
10,5,3,5,7,2,7,9,48,JHS
10,7,7,7,7,7,8,8,61,JHS
10,6,8,7,7,6,8,9,61,JHS
10,8,15,9,9,9,7,13,80,SHS
10,8,13,9,8,6,8,13,75,SHS
10,7,6,7,7,6,8,10,61,JHS
10,6,6,8,9,7,9,13,68,SHS
10,7,7,6,6,6,6,8,56,JHS
10,7,7,6,6,6,6,8,56,JHS
10,8,11,9,9,8,7,10,72,SHS
10,10,12,10,10,9,6,12,79,SHS
10,5,4,4,7,8,7,9,54,JHS
10,6,11,9,10,6,9,12,73,SHS
10,8,11,8,9,9,8,12,75,SHS
